,Engagements,Followers,Created,Type,Description,datetime,year,month,month_int,weekday,day_time,is_playoffs
139,754705,36655209,2019-05-11 18:13:51 EDT,Video,"?? DAME: The Origin Story ??
...
??: BLAZERS/NUGGETS Game 7
?: 3:30pm/et Sunday
??: #NBAonABC",2019-05-11 18:13:51,2019,May,5,Saturday,evening,True
140,413357,36655209,2019-05-11 12:04:50 EDT,Photo,We’ve got two GAME 7s on Sunday with trips to the Conference Finals on the line!! #NBAPlayoffs,2019-05-11 12:04:50,2019,May,5,Saturday,lunch,True
141,516495,36655209,2019-05-11 01:32:14 EDT,Photo,The @warriors advance to the Western Conference Finals... with two Game 7s on deck Sunday!,2019-05-11 01:32:14,2019,May,5,Saturday,deadzone,True
142,798306,36655209,2019-05-11 00:10:17 EDT,Video,@stephencurry30 puts up 23 in the 4th to lead the @warriors to victory! #NBAPlayoffs,2019-05-11 00:10:17,2019,May,5,Saturday,postgame,True
143,469391,36655209,2019-05-11 00:06:49 EDT,Photo,The @warriors defeat the @houstonrockets 118-113 to advance to the Western Conference Finals!,2019-05-11 00:06:49,2019,May,5,Saturday,postgame,True
144,459356,36655209,2019-05-10 23:41:15 EDT,Photo,The @warriors advance to the Western Conference Finals! #NBAPlayoffs,2019-05-10 23:41:15,2019,May,5,Friday,postgame,True
145,675214,36655209,2019-05-10 23:34:17 EDT,Video,@klaythompson with the late triple to extend the @warriors lead on ESPN! #NBAPlayoffs,2019-05-10 23:34:17,2019,May,5,Friday,postgame,True
146,648043,36655209,2019-05-10 22:51:00 EDT,Video,@jharden13 with the save & triple for the @houstonrockets on ESPN! #NBAPlayoffs,2019-05-10 22:51:00,2019,May,5,Friday,night,True
147,689788,36655209,2019-05-10 22:07:46 EDT,Video,@sdot1414 soars for the @warriors SLAM on ESPN!,2019-05-10 22:07:46,2019,May,5,Friday,night,True
148,647599,36655209,2019-05-10 22:06:39 EDT,Video,@cp3 gets to his spot in transition on ESPN! #NBAPlayoffs,2019-05-10 22:06:39,2019,May,5,Friday,night,True
149,379390,36655209,2019-05-10 21:20:17 EDT,Album,Jay Z & @beyonce courtside for @warriors/@houstonrockets Game 6 on ESPN! #NBAPlayoffs #NBACelebRow,2019-05-10 21:20:17,2019,May,5,Friday,night,True
150,610554,36632094,2019-05-10 18:49:01 EDT,Video,"The @houstonrockets move the ball to find @officialeg10 wide open on the wing! #NBABreakdown!
...
??: WARRIORS/ROCKETS Game 6
?: 9:00pm/et ??: ESPN",2019-05-10 18:49:01,2019,May,5,Friday,evening,True
151,346280,36632094,2019-05-10 11:45:57 EDT,Photo,It’s WIN or Go Home for the @houstonrockets as the @warriors look to advance to the Western Conference Finals... 9:00pm/et @nbaonespn!,2019-05-10 11:45:57,2019,May,5,Friday,lunch,True
152,365969,36632094,2019-05-10 02:12:15 EDT,Photo,The @sixers & @trailblazers each win at home to force GAME 7s on Sunday!,2019-05-10 02:12:15,2019,May,5,Friday,deadzone,True
153,504415,36632094,2019-05-10 01:34:34 EDT,Video,"@damianlillard (32p), @3jmccollum (30p) & @hoodie5 (25p) combine for 87 to lead the @trailblazers in Game 6 victory! #NBAPlayoffs",2019-05-10 01:34:34,2019,May,5,Friday,deadzone,True
154,552958,36632094,2019-05-10 01:24:09 EDT,Video,@damianlillard & @3jmccollum head to the lockerroom with a @trailblazers Game 6 W to force a GAME 7 on Sunday! #NBAPlayoffs,2019-05-10 01:24:09,2019,May,5,Friday,deadzone,True
155,365969,36632094,2019-05-10 01:22:34 EDT,Photo,The @trailblazers force a GAME 7 with 119-108 victory over the @nuggets at home! #NBAPlayoffs,2019-05-10 01:22:34,2019,May,5,Friday,deadzone,True
156,678849,36632094,2019-05-10 01:00:45 EDT,Video,"That’s tough, @damianlillard!!",2019-05-10 01:00:45,2019,May,5,Friday,deadzone,True
157,606171,36632094,2019-05-10 00:42:43 EDT,Video,@hoodie5’s up to a new #NBAPlayoffs career-high 22 for the @trailblazers on ESPN!,2019-05-10 00:42:43,2019,May,5,Friday,postgame,True
158,808337,36632094,2019-05-10 00:23:50 EDT,Video,Logo Lillard pulls up! (??: ESPN),2019-05-10 00:23:50,2019,May,5,Friday,postgame,True
159,647611,36632094,2019-05-09 23:38:41 EDT,Video,@damianlillard is finding his groove on ESPN! #NBAPlayoffs,2019-05-09 23:38:41,2019,May,5,Thursday,postgame,True
160,380131,36632094,2019-05-09 22:55:07 EDT,Photo,The @sixers force a GAME 7 with 112-101 victory over the @raptors at home! #NBAPlayoffs,2019-05-09 22:55:07,2019,May,5,Thursday,night,True
161,603511,36632094,2019-05-09 22:05:04 EDT,Video,@joelembiid’s block sets up @bensimmons in transition!,2019-05-09 22:05:04,2019,May,5,Thursday,night,True
162,661590,36632094,2019-05-09 21:18:42 EDT,Video,@jimmybutler follows up his miss on ESPN!,2019-05-09 21:18:42,2019,May,5,Thursday,night,True
163,725257,36632094,2019-05-09 20:52:50 EDT,Video,The KLAW elevates for the board on ESPN!,2019-05-09 20:52:50,2019,May,5,Thursday,evening,True
164,647611,36632094,2019-05-09 20:35:33 EDT,Video,@tobiasharris opens up scoring in Philadelphia on ESPN! #NBAPlayoffs,2019-05-09 20:35:33,2019,May,5,Thursday,evening,True
165,556966,36608321,2019-05-09 16:07:50 EDT,Video,"?? Nikola Jokic’s Court Vision! #NBABreakdown
...
??: @nuggets x @trailblazers Game 6
?: 10:30pm/et
??: @nbaonespn",2019-05-09 16:07:50,2019,May,5,Thursday,afternoon,True
166,299679,36608321,2019-05-09 12:21:38 EDT,Photo,It’s WIN or Go Home for the @sixers as the @raptors look to advance to the Eastern Conference Finals... 8:00pm/et @nbaonespn!,2019-05-09 12:21:38,2019,May,5,Thursday,lunch,True
167,627177,36608321,2019-05-09 10:34:07 EDT,Video,“I knew that people would doubt me.” - @damianlillard is #HeretoCreate,2019-05-09 10:34:07,2019,May,5,Thursday,morning,True
168,453378,36608321,2019-05-09 04:30:10 EDT,Photo,The @Bucks advance to the Eastern Conference Finals (4-1) and @warriors take 3-2 series lead in Wednesday’s #NBAPlayoffs action!,2019-05-09 04:30:10,2019,May,5,Thursday,deadzone,True
169,608922,36608321,2019-05-09 01:33:50 EDT,Video,@klaythompson finishes with the left for the clutch @warriors bucket! #PhantomCam,2019-05-09 01:33:50,2019,May,5,Thursday,deadzone,True
170,759530,36608321,2019-05-09 01:29:16 EDT,Video,@warriors come up clutch down the stretch to take a 3-2 series lead! #NBAPlayoffs,2019-05-09 01:29:16,2019,May,5,Thursday,deadzone,True
171,498876,36608321,2019-05-09 01:22:06 EDT,Photo,The @warriors take a 3-2 series lead with 104-99 home win! #NBAPlayoffs,2019-05-09 01:22:06,2019,May,5,Thursday,deadzone,True
172,672657,36608321,2019-05-09 00:54:46 EDT,Video,@officialeg10 between the eyes! (??: @nbaontnt),2019-05-09 00:54:46,2019,May,5,Thursday,postgame,True
173,673117,36608321,2019-05-09 00:15:50 EDT,Video,@jharden13 dumps it off to @pjtucker for the SLAM! (??: @nbaontnt),2019-05-09 00:15:50,2019,May,5,Thursday,postgame,True
174,615205,36608321,2019-05-09 00:02:44 EDT,Video,"@stephencurry30 finishes, through the lens of our slo-mo #PhantomCam! #NBAPlayoffs",2019-05-09 00:02:44,2019,May,5,Thursday,postgame,True
175,635749,36608321,2019-05-08 23:36:49 EDT,Video,@easymoneysniper hits ahead to @stephencurry30 on TNT! #NBAPlayoffs,2019-05-08 23:36:49,2019,May,5,Wednesday,postgame,True
176,647623,36608321,2019-05-08 22:49:09 EDT,Video,@andre ELEVATES early in Game 5 on TNT! #NBAPlayoffs,2019-05-08 22:49:09,2019,May,5,Wednesday,night,True
177,661602,36608321,2019-05-08 22:38:44 EDT,Video,"Game 5 in Oakland, @nbaontnt NEXT!",2019-05-08 22:38:44,2019,May,5,Wednesday,night,True
178,385369,36608321,2019-05-08 22:30:21 EDT,Photo,The @bucks advance to the Eastern Conference Finals! #NBAPlayoffs,2019-05-08 22:30:21,2019,May,5,Wednesday,night,True
179,771154,36608321,2019-05-08 22:20:04 EDT,Video,Brogdon UP TOP to Hill! #NBAPlayoffs (??: TNT),2019-05-08 22:20:04,2019,May,5,Wednesday,night,True
180,788535,36608321,2019-05-08 21:17:42 EDT,Video,@giannis_an34 & @kyrieirving show out before the half on TNT! #NBAPlayoffs,2019-05-08 21:17:42,2019,May,5,Wednesday,night,True
181,590770,36608321,2019-05-08 20:25:23 EDT,Video,@giannis_an34 protects the paint for the @bucks on TNT! #NBAPlayoffs,2019-05-08 20:25:23,2019,May,5,Wednesday,evening,True
182,341420,36590040,2019-05-08 20:06:04 EDT,Photo,"For the first time in @nbahistory, two opposing players are each averaging 35+ PPG in #NBAPlayoffs series!
??: @houstonrockets x @warriors Game 5 ?: 10:30pm/et ??: @nbaontnt",2019-05-08 20:06:04,2019,May,5,Wednesday,evening,True
183,576028,36590040,2019-05-08 18:43:45 EDT,Video,"?? @money23green mic’d up! ??
...
??: @houstonrockets x @warriors Game 5
?: 10:30pm/et ??: @nbaontnt",2019-05-08 18:43:45,2019,May,5,Wednesday,evening,True
184,471569,36590040,2019-05-08 17:01:58 EDT,Video,"In @BudweiserUSA #LegendaryMoments history, we showcase Gerald Henderson’s clutch steal for the @celtics in Game 2 of the 1984 #NBAFinals! Who do you have tonight... @celtics or @bucks?",2019-05-08 17:01:58,2019,May,5,Wednesday,evening,True
185,322058,36590040,2019-05-08 12:34:49 EDT,Photo,The @houstonrockets & @warriors each look to take 3-2 series lead with a win... 10:30pm/et @nbaontnt!,2019-05-08 12:34:49,2019,May,5,Wednesday,lunch,True
186,360753,36590040,2019-05-08 10:55:12 EDT,Photo,It’s WIN or Go Home for the @celtics as the @bucks look to advance to the Eastern Conference Finals... 8:00pm/et @nbaontnt!,2019-05-08 10:55:12,2019,May,5,Wednesday,morning,True
187,358126,36590040,2019-05-08 02:52:33 EDT,Photo,The @raptors & @nuggets each win at home for 3-2 series leads! #NBAPlayoffs,2019-05-08 02:52:33,2019,May,5,Wednesday,deadzone,True
188,606193,36590040,2019-05-08 02:01:32 EDT,Video,Nikola Jokic (25p/19r) & @paulmillsap4 (24p/8r) power the @nuggets Game 5 victory for 3-2 lead! #NBAPlayoffs,2019-05-08 02:01:32,2019,May,5,Wednesday,deadzone,True
189,358126,36590040,2019-05-08 01:22:59 EDT,Photo,The @nuggets take 3-2 series lead over @trailblazers with 124-98 at home! #NBAPlayoffs,2019-05-08 01:22:59,2019,May,5,Wednesday,deadzone,True
190,641715,36590040,2019-05-07 23:43:42 EDT,Video,"@jmglitxh27 under the rim, three times! #NBAPlayoffs (??: @nbaontnt)",2019-05-07 23:43:42,2019,May,5,Tuesday,postgame,True
191,725284,36590040,2019-05-07 22:00:14 EDT,Video,Kawhi won’t be denied!!,2019-05-07 22:00:14,2019,May,5,Tuesday,night,True
192,709959,36590040,2019-05-07 21:26:34 EDT,Video,KAWHI RISES UP on TNT! #NBAPlayoffs,2019-05-07 21:26:34,2019,May,5,Tuesday,night,True
193,655567,36590040,2019-05-07 20:51:28 EDT,Video,@sergeibaka off the dribble ?? (??: @nbaontnt),2019-05-07 20:51:28,2019,May,5,Tuesday,evening,True
194,661614,36590040,2019-05-07 20:50:34 EDT,Video,The @raptors turn defense into the Kawhi SLAM!,2019-05-07 20:50:34,2019,May,5,Tuesday,evening,True
195,463487,36564548,2019-05-07 18:25:50 EDT,Video,"@joelembiid & @sergeibaka protect the paint! #NBABreakdown ??: @sixers/@raptors G5
?: 8:00pm/et ??: @nbaontnt",2019-05-07 18:25:50,2019,May,5,Tuesday,evening,True
196,539003,36564548,2019-05-07 14:09:18 EDT,Video,"In @BudweiserUSA #LegendaryMoments history, we showcase @kennysmith’s 7-three performance in Game 1 of the 1995 #NBAFinals! Who do you have in Game 5 Wednesday...@houstonrockets or @warriors?",2019-05-07 14:09:18,2019,May,5,Tuesday,afternoon,True
197,353893,36564548,2019-05-07 12:35:18 EDT,Album,Two pivotal Game 5s in tonight’s @nbaontnt #NBAPlayoffs action!,2019-05-07 12:35:18,2019,May,5,Tuesday,lunch,True
198,679351,36564548,2019-05-07 00:36:08 EDT,Video,@jharden13 puts up game-high 38 in @houstonrockets Game 4 victory!,2019-05-07 00:36:08,2019,May,5,Tuesday,postgame,True
199,442193,36564548,2019-05-07 00:19:30 EDT,Photo,The @houstonrockets even their series with the @warriors 2-2 on 112-108 home victory! #NBAPlayoffs,2019-05-07 00:19:30,2019,May,5,Tuesday,postgame,True
200,590792,36564548,2019-05-06 23:44:38 EDT,Video,@cp3 handle & dime to @austinjrivers on TNT! #NBAPlayoffs,2019-05-06 23:44:38,2019,May,5,Monday,postgame,True
201,771710,36564548,2019-05-06 23:38:18 EDT,Video,@jharden13 slips the screen for the layup to end the 3rd Q! #NBAPlayoffs (??: TNT),2019-05-06 23:38:18,2019,May,5,Monday,postgame,True
202,365439,36564548,2019-05-06 23:16:11 EDT,Photo,Congrats to @jharden13 of the @houstonrockets for moving up to 12th on the #NBAPlayoffs 3PM list!,2019-05-06 23:16:11,2019,May,5,Monday,night,True
203,641727,36564548,2019-05-06 22:26:25 EDT,Video,@easymoneysniper fakes & drops it off to @flyght5! #NBAPlayoffs (??: TNT),2019-05-06 22:26:25,2019,May,5,Monday,night,True
204,757044,36564548,2019-05-06 22:05:06 EDT,Video,@stephencurry30 handles early in Game 4! #NBAPlayoffs (??: TNT),2019-05-06 22:05:06,2019,May,5,Monday,night,True
205,453792,36564548,2019-05-06 21:34:30 EDT,Photo,The @bucks take 3-1 series lead over @celtics with 113-101 victory in Boston! #NBAPlayoffs,2019-05-06 21:34:30,2019,May,5,Monday,night,True
206,647646,36564548,2019-05-06 21:31:15 EDT,Video,@giannis_an34 DOWN THE LANE! #NBAPlayoffs,2019-05-06 21:31:15,2019,May,5,Monday,night,True
207,703483,36564548,2019-05-06 21:22:08 EDT,Video,?? the block & the and-1 finish for @giannis_an34 on TNT! #NBAPlayoffs,2019-05-06 21:22:08,2019,May,5,Monday,night,True
208,590792,36564548,2019-05-06 21:00:25 EDT,Video,@patconnaughton turns defense into offense with the BLOCK & SLAM for the @bucks on TNT! #NBAPlayoffs,2019-05-06 21:00:25,2019,May,5,Monday,night,True
209,788563,36564548,2019-05-06 20:43:35 EDT,Video,@kyrieirving breaks free to find @alhorford on TNT! #NBAPlayoffs,2019-05-06 20:43:35,2019,May,5,Monday,evening,True
210,590802,36542637,2019-05-06 19:20:52 EDT,Video,@giannis_an34 fights through the lane for the @bucks! #NBAPlayoffs,2019-05-06 19:20:52,2019,May,5,Monday,evening,True
211,590802,36542637,2019-05-06 19:20:00 EDT,Video,@thebledshow goes up & under for the @bucks on TNT! #NBAPlayoffs,2019-05-06 19:20:00,2019,May,5,Monday,evening,True
212,497890,36542637,2019-05-06 18:44:55 EDT,Video,@youngamechanger is available to play for the @celtics tonight (7:00pm/et @nbaontnt)! #NBAPlayoffs,2019-05-06 18:44:55,2019,May,5,Monday,evening,True
213,580747,36542637,2019-05-06 18:34:35 EDT,Video,"@ccapela15 protects the paint for the @houstonrockets! #NBABreakdown
...
??: @warriors x @houstonrockets Game 4
?: 9:30pm/et ??: TNT",2019-05-06 18:34:35,2019,May,5,Monday,evening,True
214,727837,36542637,2019-05-06 14:46:10 EDT,Video,"???? GIANNIS: THE ORIGIN STORY ????
??????
??: BUCKS/CELTICS Game 4
?: 7pm/et ??: TNT",2019-05-06 14:46:10,2019,May,5,Monday,afternoon,True
215,344646,36542637,2019-05-06 13:02:58 EDT,Album,The @bucks and @warriors seek commanding 3-1 leads... while the @celtics and @houstonrockets look to even it up 2-2 in tonight’s @nbaontnt #NBAPlayoffs action!,2019-05-06 13:02:58,2019,May,5,Monday,afternoon,True
216,383830,36542637,2019-05-06 12:03:28 EDT,Photo,The #NBAPlayoffs bracket ahead of tonight’s action!,2019-05-06 12:03:28,2019,May,5,Monday,lunch,True
217,333549,36542637,2019-05-06 11:05:51 EDT,Photo,Join us in wishing @cp3 of the @houstonrockets a HAPPY 34th BIRTHDAY! #NBABDAY,2019-05-06 11:05:51,2019,May,5,Monday,lunch,True
218,365075,36542637,2019-05-05 23:21:46 EDT,Photo,The @raptors (2-2) and @nuggets (2-2) both won on the road in Sunday’s #NBAPlayoffs action!,2019-05-05 23:21:46,2019,May,5,Sunday,night,True
219,632584,36542637,2019-05-05 22:12:25 EDT,Video,@jmglitxh27 puts up a game-high 34 to lead the @nuggets on the road! #NBAPlayoffs,2019-05-05 22:12:25,2019,May,5,Sunday,night,True
220,365075,36542637,2019-05-05 22:01:56 EDT,Photo,The @nuggets even their series 2-2 with @trailblazers on 116-112 victory in Portland! #NBAKicks,2019-05-05 22:01:56,2019,May,5,Sunday,night,True
221,687122,36542637,2019-05-05 21:37:24 EDT,Video,?? finds the cutting @thats_g_ for the late @nuggets bucket! #NBAPlayoffs,2019-05-05 21:37:24,2019,May,5,Sunday,night,True
222,401711,36542637,2019-05-05 21:29:05 EDT,Photo,Nikola Jokic notches his 4th triple-double of the #NBAPlayoffs for the @nuggets!,2019-05-05 21:29:05,2019,May,5,Sunday,night,True
223,693460,36542637,2019-05-05 20:25:09 EDT,Video,@sdotcurry beats the buzzer for 16 first-half points on TNT! #NBAPlayoffs,2019-05-05 20:25:09,2019,May,5,Sunday,evening,True
224,693473,36515589,2019-05-05 20:06:35 EDT,Video,@sdotcurry is feelin’ it with three straight triples! #NBAPlayoffs,2019-05-05 20:06:35,2019,May,5,Sunday,evening,True
225,632596,36515589,2019-05-05 19:33:50 EDT,Video,@chiefhasarrived rocks the rim off the @damianlillard dish! #NBAPlayoffs,2019-05-05 19:33:50,2019,May,5,Sunday,evening,True
226,632596,36515589,2019-05-05 19:26:09 EDT,Video,@jmglitxh27 hammers it home for the @nuggets on TNT! #NBAPlayoffs,2019-05-05 19:26:09,2019,May,5,Sunday,evening,True
227,708442,36515589,2019-05-05 19:11:54 EDT,Video,How @jmglitxh27!!,2019-05-05 19:11:54,2019,May,5,Sunday,evening,True
228,640656,36515589,2019-05-05 18:41:35 EDT,Video,Kawhi scores 22 in the second-half to lead @raptors to road W! #NBAPlayoffs,2019-05-05 18:41:35,2019,May,5,Sunday,evening,True
229,702309,36515589,2019-05-05 18:16:05 EDT,Video,Kawhi Leonard buries the clutch triple late in the shot-clock! #NBAPlayoffs,2019-05-05 18:16:05,2019,May,5,Sunday,evening,True
230,566014,36515589,2019-05-05 17:28:02 EDT,Video,@joelembiid spins to the rim for the @sixers! #NBAPlayoffs #NBAonABC,2019-05-05 17:28:02,2019,May,5,Sunday,evening,True
231,584415,36515589,2019-05-05 17:23:56 EDT,Video,@kyle_lowry7 with the pin-point dime to @pskills43 on ABC! #NBAPlayoffs,2019-05-05 17:23:56,2019,May,5,Sunday,evening,True
232,566014,36515589,2019-05-05 16:43:17 EDT,Video,@joelembiid with the swat.. @bensimmons with the slam! #NBAPlayoffs #NBAonABC,2019-05-05 16:43:17,2019,May,5,Sunday,afternoon,True
233,614813,36515589,2019-05-05 16:23:49 EDT,Video,@joelembiid flushes it home for the @sixers! #NBAPlayoffs (??: #NBAonABC),2019-05-05 16:23:49,2019,May,5,Sunday,afternoon,True
234,577620,36515589,2019-05-05 13:33:11 EDT,Video,"The @sixers force the turnover! #NBABreakdown ...
??: @raptors/@sixers G4
?: 3:30pm/et ??: #NBAonABC",2019-05-05 13:33:11,2019,May,5,Sunday,afternoon,True
235,458556,36515589,2019-05-04 23:38:43 EDT,Photo,The @houstonrockets win Game 3 126-121 in overtime & now trail the @warriors 2-1! #NBAPlayoffs,2019-05-04 23:38:43,2019,May,5,Saturday,postgame,True
236,693948,36515589,2019-05-04 23:35:40 EDT,Video,@jharden13 triple + floater LATE in OT propels the @houstonrockets to a Game 3 victory! #NBAPlayoffs,2019-05-04 23:35:40,2019,May,5,Saturday,postgame,True
237,357280,36515589,2019-05-04 22:58:22 EDT,Photo,Congrats to @jharden13 of the @houstonrockets for moving up to 13th on the #NBAPlayoffs 3PM list as we celebrate @budweiserusa #LegendaryMoments,2019-05-04 22:58:22,2019,May,5,Saturday,night,True
238,432586,36515589,2019-05-04 22:45:35 EDT,Photo,@money23green has recorded his 6th career #NBAPlayoffs triple-double on #NBAonABC! #NBAPlayoffs,2019-05-04 22:45:35,2019,May,5,Saturday,night,True
239,665500,36515589,2019-05-04 22:41:57 EDT,Video,@cp3 finds a rolling @ccapela15! #NBAonABC #NBAPlayoffs ??,2019-05-04 22:41:57,2019,May,5,Saturday,night,True
240,767669,36515589,2019-05-04 22:33:53 EDT,Video,@warriors turn defense into transition offense! #NBAonABC #NBAPlayoffs,2019-05-04 22:33:53,2019,May,5,Saturday,night,True
241,458556,36515589,2019-05-04 22:23:23 EDT,Photo,Congrats to @easymoneysniper of the @warriors for moving up to 10th on the #NBAPlayoffs SCORING list!,2019-05-04 22:23:23,2019,May,5,Saturday,night,True
