,Unnamed: 0,Engagements,Followers,Created,Type,Description,datetime,year,month,month_int,weekday,day_time,is_playoffs,clean_words,season_yr,is_season,is_finals,Followers_Mentioned,all_nba,league_type,same_day_post
94,94,390471,36784913,2019-05-15 18:05:44 EDT,Photo,"During the Eastern Conference Semifinals, Kawhi Leonard scored the 3rd-most total points in a series since 1977! ... ??: ECF GAME 1 ?: 8:30pm/et ??: @nbaontnt",2019-05-15 18:05:44,2019,May,5,Wednesday,evening,True,eastern conference semifinals kawhi leonard scored 3rd total points series since 1977 ecf game 1 8 30pm et nbaontnt,2019.0,True,False,0,1,1,1
95,95,680212,36784913,2019-05-15 17:05:18 EDT,Video,"The #NBABreakdown stats on Kawhiâ€™s incredible #TissotBuzzerBeater! #ThisIsYourTime ...
??: ECF GAME 1
?: 8:30pm/et
??: @nbaontnt",2019-05-15 17:05:18,2019,May,5,Wednesday,evening,True,nbabreakdown stats kawhiâ incredible tissotbuzzerbeater thisisyourtime ecf game 1 8 30pm et nbaontnt,2019.0,True,False,0,1,1,0
96,96,304208,36784913,2019-05-15 15:05:30 EDT,Photo,Larry Bird & @magicjohnson will be co-recipients of the Lifetime Achievement Award at the 2019 #NBAAwards presented by Kia (9:00pm/et 6/24 @nbaontnt)!,2019-05-15 15:05:30,2019,May,5,Wednesday,afternoon,True,larry bird magicjohnson co recipients lifetime achievement award 2019 nbaawards presented kia 9 00pm et 6 24 nbaontnt,2019.0,True,False,894000,0,1,0
97,97,463910,36784913,2019-05-15 13:18:17 EDT,Video,"Both selected 15th overall, Kawhi Leonard & @giannis_an34 headline the @raptors/@bucks Eastern Conference Finals (8:30pm/et @nbaontnt)!",2019-05-15 13:18:17,2019,May,5,Wednesday,afternoon,True,selected 15th overall kawhi leonard giannis_an34 headline raptors bucks eastern conference finals 8 30pm et nbaontnt,2019.0,True,False,4200000,1,1,0
98,98,290887,36784913,2019-05-15 11:22:44 EDT,Photo,The Eastern Conference Finals between the @raptors & @bucks tips off TONIGHT... 8:30pm/et @nbaontnt!,2019-05-15 11:22:44,2019,May,5,Wednesday,lunch,True,eastern conference finals raptors bucks tips tonight 8 30pm et nbaontnt,2019.0,True,False,4200000,0,1,0
99,99,460231,36784913,2019-05-15 00:52:35 EDT,Photo,The @warriors open up the Western Conference Finals with a home victory for 1-0 series lead!,2019-05-15 00:52:35,2019,May,5,Wednesday,postgame,True,warriors open western conference finals home victory 1 0 series lead,2019.0,True,False,12100000,0,1,0
100,100,433009,36784913,2019-05-14 23:44:44 EDT,Photo,The @warriors take 1-0 WCF series lead over @trailblazers with 116-94 victory at home! #NBAPlayoffs,2019-05-14 23:44:44,2019,May,5,Tuesday,postgame,True,warriors take 1 0 wcf series lead trailblazers 116 94 victory home nbaplayoffs,2019.0,True,False,13500000,0,1,0
101,101,773272,36784913,2019-05-14 23:18:53 EDT,Video,@stephencurry30 goes high off the glass to his familyâ€™s delight! (??: ESPN),2019-05-14 23:18:53,2019,May,5,Tuesday,night,True,stephencurry30 goes high glass familyâ delight espn,2019.0,True,False,0,2,1,0
102,102,711896,36784913,2019-05-14 22:54:46 EDT,Video,@stephencurry30 steps into his 8th triple of the night on ESPN!,2019-05-14 22:54:46,2019,May,5,Tuesday,night,True,stephencurry30 steps 8th triple night espn,2019.0,True,False,0,2,1,1
103,103,711896,36784913,2019-05-14 22:26:35 EDT,Video,@stephencurry30 puts up back-to-back triples to end the half on ESPN!,2019-05-14 22:26:35,2019,May,5,Tuesday,night,True,stephencurry30 puts back back triples end half espn,2019.0,True,False,0,2,1,1
104,104,668994,36784913,2019-05-14 21:54:56 EDT,Video,@andre finds @jonasjerebko in transition for the @warriors! #NBAPlayoffs (??: ESPN),2019-05-14 21:54:56,2019,May,5,Tuesday,night,True,andre finds jonasjerebko transition warriors nbaplayoffs espn,2019.0,True,False,12100000,0,1,1
105,105,449479,36784913,2019-05-14 21:28:45 EDT,Photo,Dell & Sonya Curry arrive for tonightâ€™s Western Conference Finals opener!,2019-05-14 21:28:45,2019,May,5,Tuesday,night,True,dell sonya curry arrive tonightâ western conference finals opener,2019.0,True,False,0,2,1,1
106,106,590706,36784913,2019-05-14 21:19:22 EDT,Video,@damianlillard steps back early for the @trailblazers on ESPN! #NBAPlayoffs,2019-05-14 21:19:22,2019,May,5,Tuesday,night,True,damianlillard steps back early trailblazers espn nbaplayoffs,2019.0,True,False,1400000,1,1,1
107,107,449479,36784913,2019-05-14 21:09:37 EDT,Photo,The 2019 #NBADraftLottery order is set.,2019-05-14 21:09:37,2019,May,5,Tuesday,night,True,2019 nbadraftlottery order set,2019.0,True,False,0,0,1,1
108,108,666938,36756045,2019-05-14 19:35:11 EDT,Video,@meyersleonard11 in the â€œBright Citronâ€ Nike LeBron 16 HFR! #NBAKicks,2019-05-14 19:35:11,2019,May,5,Tuesday,evening,True,meyersleonard11 â œbright citronâ nike lebron 16 hfr nbakicks,2019.0,True,False,0,2,1,0
109,109,675435,36756045,2019-05-14 14:17:01 EDT,Video,Who had your fave ASSIST from the Western Conference Semis? #StateFarmAssists,2019-05-14 14:17:01,2019,May,5,Tuesday,afternoon,True,fave assist western conference semis statefarmassists,2019.0,True,False,0,0,1,0
110,110,375610,36756045,2019-05-14 12:32:02 EDT,Photo,The Western Conference Finals between the @trailblazers & @warriors tips off TONIGHT... 9:00pm/et on ESPN!,2019-05-14 12:32:02,2019,May,5,Tuesday,lunch,True,western conference finals trailblazers warriors tips tonight 9 00pm et espn,2019.0,True,False,13500000,0,1,0
111,111,410237,36756045,2019-05-14 09:30:57 EDT,Photo,Watch the 2019 #NBADraftLottery Presented by State Farm tonight on ESPN at 8:30pm/et.,2019-05-14 09:30:57,2019,May,5,Tuesday,morning,True,watch 2019 nbadraftlottery presented state farm tonight espn 8 30pm et,2019.0,True,False,0,0,1,0
112,112,426732,36756045,2019-05-13 21:18:34 EDT,Album,"For the first time in @nbahistory, brothers will meet in the Conference Finals as @stephencurry30 & the @warriors face @sdotcurry & the @trailblazers!",2019-05-13 21:18:34,2019,May,5,Monday,night,True,first time nbahistory brothers meet conference finals stephencurry30 warriors face sdotcurry trailblazers,2019.0,True,False,13500000,2,1,0
113,113,602840,36716811,2019-05-13 19:01:12 EDT,Video,Kenny Wooten (@kenny) shows off his athleticism and gets up to 150.5 inches at the Max Jump! ?? #EliteCamp @oregonmbb (repost @nbagleague),2019-05-13 19:01:12,2019,May,5,Monday,evening,True,kenny wooten kenny shows athleticism gets 150 5 inches max jump elitecamp oregonmbb repost nbagleague,2019.0,True,False,0,0,1,0
114,114,384270,36716811,2019-05-13 12:58:02 EDT,Photo,Four remain in the 2019 #NBAPlayoffs!,2019-05-13 12:58:02,2019,May,5,Monday,lunch,True,four remain 2019 nbaplayoffs,2019.0,True,False,0,0,1,0
115,115,297205,36716811,2019-05-13 09:31:40 EDT,Album,?? all the angles of Kawhi Leonardâ€™s incredible #TissotBuzzerBeater for the @raptors win! #ThisIsYourTime,2019-05-13 09:31:40,2019,May,5,Monday,morning,True,angles kawhi leonardâ incredible tissotbuzzerbeater raptors win thisisyourtime,2019.0,True,False,2400000,1,1,0
116,116,352101,36716811,2019-05-12 23:54:02 EDT,Photo,The @warriors @trailblazers @bucks & @raptors advance to the Conference Finals!,2019-05-12 23:54:02,2019,May,5,Sunday,postgame,True,warriors trailblazers bucks raptors advance conference finals,2019.0,True,False,17700000,0,1,0
117,117,789225,36716811,2019-05-12 22:02:48 EDT,Video,The friendly bounce up North! #TissotBuzzerBeater #ThisIsYourTime,2019-05-12 22:02:48,2019,May,5,Sunday,night,True,friendly bounce north tissotbuzzerbeater thisisyourtime,2019.0,True,False,0,0,1,0
118,118,365493,36716811,2019-05-12 21:51:49 EDT,Photo,The @raptors defeat the @sixers 92-90 in GAME 7 to advance to the Eastern Conference Finals!,2019-05-12 21:51:49,2019,May,5,Sunday,night,True,raptors defeat sixers 92 90 game 7 advance eastern conference finals,2019.0,True,False,4300000,0,1,1
119,119,719941,36716811,2019-05-12 21:39:27 EDT,Video,Kawhi gets the friendly bounce with the #TissotBuzzerBeater for the @raptors win to advance to the ECF! #ThisIsYourTime,2019-05-12 21:39:27,2019,May,5,Sunday,night,True,kawhi gets friendly bounce tissotbuzzerbeater raptors win advance ecf thisisyourtime,2019.0,True,False,2400000,1,1,1
120,120,402171,36716811,2019-05-12 21:37:02 EDT,Photo,The @raptors advance to the Eastern Conference Finals!,2019-05-12 21:37:02,2019,May,5,Sunday,night,True,raptors advance eastern conference finals,2019.0,True,False,2400000,0,1,1
121,121,640251,36716811,2019-05-12 20:37:26 EDT,Video,@bensimmons spins to set up @joelembiid! (??: @nbaontnt),2019-05-12 20:37:26,2019,May,5,Sunday,evening,True,bensimmons spins set joelembiid nbaontnt,2019.0,True,False,0,1,1,1
122,122,668021,36716811,2019-05-12 20:33:01 EDT,Video,Poetry in Motion! #PhantomCam,2019-05-12 20:33:01,2019,May,5,Sunday,evening,True,poetry motion phantomcam,2019.0,True,False,0,0,1,1
123,123,769422,36686842,2019-05-12 20:09:36 EDT,Video,"Kawhi goes up on the right, finishes under the left!! (??: @nbaontnt)",2019-05-12 20:09:36,2019,May,5,Sunday,evening,True,kawhi goes right finishes left nbaontnt,2019.0,True,False,0,1,1,1
124,124,693385,36686842,2019-05-12 19:48:08 EDT,Video,Kawhi with the STEAL & SLAM for the @raptors on TNT! #NBAPlayoffs,2019-05-12 19:48:08,2019,May,5,Sunday,evening,True,kawhi steal slam raptors tnt nbaplayoffs,2019.0,True,False,2400000,1,1,1
125,125,646168,36686842,2019-05-12 19:25:41 EDT,Video,@3jmccollum puts up 37 to lead the @trailblazers in road GAME 7 victory to advance to the WCF!,2019-05-12 19:25:41,2019,May,5,Sunday,evening,True,3jmccollum puts 37 lead trailblazers road game 7 victory advance wcf,2019.0,True,False,1400000,0,1,1
126,126,365421,36686842,2019-05-12 19:06:29 EDT,Photo,The @trailblazers defeat the @nuggets 100-96 in GAME 7 to advance to the Western Conference Finals!,2019-05-12 19:06:29,2019,May,5,Sunday,evening,True,trailblazers defeat nuggets 100 96 game 7 advance western conference finals,2019.0,True,False,2346000,0,1,1
127,127,654401,36686842,2019-05-12 18:39:52 EDT,Video,The best action down the stretch as the @trailblazers win GAME 7 on the road to advance to the WCF!,2019-05-12 18:39:52,2019,May,5,Sunday,evening,True,best action stretch trailblazers win game 7 road advance wcf,2019.0,True,False,1400000,0,1,1
128,128,654401,36686842,2019-05-12 18:37:41 EDT,Video,@damianlillard with a Motherâ€™s Day hug for mom following the GAME 7 WIN!,2019-05-12 18:37:41,2019,May,5,Sunday,evening,True,damianlillard motherâ day hug mom following game 7 win,2019.0,True,False,0,1,1,1
129,129,402092,36686842,2019-05-12 18:13:58 EDT,Photo,The @trailblazers advance to the Western Conference Finals! #NBAPlayoffs,2019-05-12 18:13:58,2019,May,5,Sunday,evening,True,trailblazers advance western conference finals nbaplayoffs,2019.0,True,False,1400000,0,1,1
130,130,633797,36686842,2019-05-12 18:02:23 EDT,Video,@3jmccollum hustles back for the CHASEDOWN! #NBAonABC,2019-05-12 18:02:23,2019,May,5,Sunday,evening,True,3jmccollum hustles back chasedown nbaonabc,2019.0,True,False,0,0,1,1
131,131,591498,36686842,2019-05-12 17:36:19 EDT,Video,?? how the @sixers & @raptors got to GAME 7 (7:00pm/et @nbaontnt)!,2019-05-12 17:36:19,2019,May,5,Sunday,evening,True,sixers raptors got game 7 7 00pm et nbaontnt,2019.0,True,False,4300000,0,1,1
132,132,633797,36686842,2019-05-12 17:24:39 EDT,Video,"@thats_g_ gets it to fall, plus the foul! #NBAonABC",2019-05-12 17:24:39,2019,May,5,Sunday,evening,True,thats_g_ gets fall plus foul nbaonabc,2019.0,True,False,0,0,1,1
133,133,578158,36686842,2019-05-12 16:28:13 EDT,Video,@jmglitxh27 hangs for the @nuggets finish in GAME 7! #NBAonABC,2019-05-12 16:28:13,2019,May,5,Sunday,afternoon,True,jmglitxh27 hangs nuggets finish game 7 nbaonabc,2019.0,True,False,946000,0,1,0
134,134,288127,36686842,2019-05-12 14:14:45 EDT,Photo,The @sixers & @raptors each look to advance to the Eastern Conference Finals with a GAME 7 WIN... 7:00pm/et @nbaontnt!,2019-05-12 14:14:45,2019,May,5,Sunday,afternoon,True,sixers raptors look advance eastern conference finals game 7 win 7 00pm et nbaontnt,2019.0,True,False,4300000,0,1,0
135,135,639194,36686842,2019-05-12 12:53:52 EDT,Video,?? how the @trailblazers & @nuggets got to GAME 7 (3:30pm/et #NBAonABC)!,2019-05-12 12:53:52,2019,May,5,Sunday,lunch,True,trailblazers nuggets got game 7 3 30pm et nbaonabc,2019.0,True,False,2346000,0,1,0
136,136,333581,36686842,2019-05-12 11:40:34 EDT,Photo,The @trailblazers & @nuggets each look to advance to the Western Conference Finals with a GAME 7 WIN... 3:30pm/et #NBAonABC!,2019-05-12 11:40:34,2019,May,5,Sunday,lunch,True,trailblazers nuggets look advance western conference finals game 7 win 3 30pm et nbaonabc,2019.0,True,False,2346000,0,1,0
137,137,793110,36686842,2019-05-12 10:33:06 EDT,Video,?? HAPPY MOTHERâ€™S DAY! ??,2019-05-12 10:33:06,2019,May,5,Sunday,morning,True,happy motherâ day,2019.0,True,False,0,0,1,0
138,138,403891,36686842,2019-05-12 07:57:27 EDT,Photo,Itâ€™s GAME 7 SUNDAY!,2019-05-12 07:57:27,2019,May,5,Sunday,morning,True,itâ game 7 sunday,2019.0,True,False,0,0,1,0
139,139,754705,36655209,2019-05-11 18:13:51 EDT,Video,"?? DAME: The Origin Story ??
...
??: BLAZERS/NUGGETS Game 7
?: 3:30pm/et Sunday
??: #NBAonABC",2019-05-11 18:13:51,2019,May,5,Saturday,evening,True,dame origin story blazers nuggets game 7 3 30pm et sunday nbaonabc,2019.0,True,False,946000,1,1,0
140,140,413357,36655209,2019-05-11 12:04:50 EDT,Photo,Weâ€™ve got two GAME 7s on Sunday with trips to the Conference Finals on the line!! #NBAPlayoffs,2019-05-11 12:04:50,2019,May,5,Saturday,lunch,True,weâ got two game 7s sunday trips conference finals line nbaplayoffs,2019.0,True,False,0,0,1,0
141,141,516495,36655209,2019-05-11 01:32:14 EDT,Photo,The @warriors advance to the Western Conference Finals... with two Game 7s on deck Sunday!,2019-05-11 01:32:14,2019,May,5,Saturday,deadzone,True,warriors advance western conference finals two game 7s deck sunday,2019.0,True,False,12100000,0,1,0
142,142,798306,36655209,2019-05-11 00:10:17 EDT,Video,@stephencurry30 puts up 23 in the 4th to lead the @warriors to victory! #NBAPlayoffs,2019-05-11 00:10:17,2019,May,5,Saturday,postgame,True,stephencurry30 puts 23 4th lead warriors victory nbaplayoffs,2019.0,True,False,12100000,2,1,1
143,143,469391,36655209,2019-05-11 00:06:49 EDT,Photo,The @warriors defeat the @houstonrockets 118-113 to advance to the Western Conference Finals!,2019-05-11 00:06:49,2019,May,5,Saturday,postgame,True,warriors defeat houstonrockets 118 113 advance western conference finals,2019.0,True,False,15800000,0,1,1
144,144,459356,36655209,2019-05-10 23:41:15 EDT,Photo,The @warriors advance to the Western Conference Finals! #NBAPlayoffs,2019-05-10 23:41:15,2019,May,5,Friday,postgame,True,warriors advance western conference finals nbaplayoffs,2019.0,True,False,12100000,0,1,1
145,145,675214,36655209,2019-05-10 23:34:17 EDT,Video,@klaythompson with the late triple to extend the @warriors lead on ESPN! #NBAPlayoffs,2019-05-10 23:34:17,2019,May,5,Friday,postgame,True,klaythompson late triple extend warriors lead espn nbaplayoffs,2019.0,True,False,12100000,1,1,1
146,146,648043,36655209,2019-05-10 22:51:00 EDT,Video,@jharden13 with the save & triple for the @houstonrockets on ESPN! #NBAPlayoffs,2019-05-10 22:51:00,2019,May,5,Friday,night,True,jharden13 save triple houstonrockets espn nbaplayoffs,2019.0,True,False,3700000,1,1,1
147,147,689788,36655209,2019-05-10 22:07:46 EDT,Video,@sdot1414 soars for the @warriors SLAM on ESPN!,2019-05-10 22:07:46,2019,May,5,Friday,night,True,sdot1414 soars warriors slam espn,2019.0,True,False,12100000,0,1,1
148,148,647599,36655209,2019-05-10 22:06:39 EDT,Video,@cp3 gets to his spot in transition on ESPN! #NBAPlayoffs,2019-05-10 22:06:39,2019,May,5,Friday,night,True,cp3 gets spot transition espn nbaplayoffs,2019.0,True,False,0,0,1,1
149,149,379390,36655209,2019-05-10 21:20:17 EDT,Album,Jay Z & @beyonce courtside for @warriors/@houstonrockets Game 6 on ESPN! #NBAPlayoffs #NBACelebRow,2019-05-10 21:20:17,2019,May,5,Friday,night,True,jay z beyonce courtside warriors houstonrockets game 6 espn nbaplayoffs nbacelebrow,2019.0,True,False,15800000,0,1,0
150,150,610554,36632094,2019-05-10 18:49:01 EDT,Video,"The @houstonrockets move the ball to find @officialeg10 wide open on the wing! #NBABreakdown!
...
??: WARRIORS/ROCKETS Game 6
?: 9:00pm/et ??: ESPN",2019-05-10 18:49:01,2019,May,5,Friday,evening,True,houstonrockets move ball find officialeg10 wide open wing nbabreakdown warriors rockets game 6 9 00pm et espn,2019.0,True,False,15800000,0,1,0
151,151,346280,36632094,2019-05-10 11:45:57 EDT,Photo,Itâ€™s WIN or Go Home for the @houstonrockets as the @warriors look to advance to the Western Conference Finals... 9:00pm/et @nbaonespn!,2019-05-10 11:45:57,2019,May,5,Friday,lunch,True,itâ win go home houstonrockets warriors look advance western conference finals 9 00pm et nbaonespn,2019.0,True,False,15800000,0,1,0
152,152,365969,36632094,2019-05-10 02:12:15 EDT,Photo,The @sixers & @trailblazers each win at home to force GAME 7s on Sunday!,2019-05-10 02:12:15,2019,May,5,Friday,deadzone,True,sixers trailblazers win home force game 7s sunday,2019.0,True,False,3300000,0,1,0
153,153,504415,36632094,2019-05-10 01:34:34 EDT,Video,"@damianlillard (32p), @3jmccollum (30p) & @hoodie5 (25p) combine for 87 to lead the @trailblazers in Game 6 victory! #NBAPlayoffs",2019-05-10 01:34:34,2019,May,5,Friday,deadzone,True,damianlillard 32p 3jmccollum 30p hoodie5 25p combine 87 lead trailblazers game 6 victory nbaplayoffs,2019.0,True,False,1400000,1,1,1
154,154,552958,36632094,2019-05-10 01:24:09 EDT,Video,@damianlillard & @3jmccollum head to the lockerroom with a @trailblazers Game 6 W to force a GAME 7 on Sunday! #NBAPlayoffs,2019-05-10 01:24:09,2019,May,5,Friday,deadzone,True,damianlillard 3jmccollum head lockerroom trailblazers game 6 w force game 7 sunday nbaplayoffs,2019.0,True,False,1400000,1,1,1
155,155,365969,36632094,2019-05-10 01:22:34 EDT,Photo,The @trailblazers force a GAME 7 with 119-108 victory over the @nuggets at home! #NBAPlayoffs,2019-05-10 01:22:34,2019,May,5,Friday,deadzone,True,trailblazers force game 7 119 108 victory nuggets home nbaplayoffs,2019.0,True,False,2346000,0,1,1
156,156,678849,36632094,2019-05-10 01:00:45 EDT,Video,"Thatâ€™s tough, @damianlillard!!",2019-05-10 01:00:45,2019,May,5,Friday,deadzone,True,thatâ tough damianlillard,2019.0,True,False,0,1,1,1
157,157,606171,36632094,2019-05-10 00:42:43 EDT,Video,@hoodie5â€™s up to a new #NBAPlayoffs career-high 22 for the @trailblazers on ESPN!,2019-05-10 00:42:43,2019,May,5,Friday,postgame,True,hoodie5â new nbaplayoffs career high 22 trailblazers espn,2019.0,True,False,1400000,0,1,1
